Wall time,Step,Value
1599826348.2592125,0,0.0
1599826524.899252,1,0.0
1599826712.7473059,2,0.0
1599826904.1430025,3,0.0
1599827102.4433193,4,0.0
1599827299.3177679,5,0.0
1599827497.241346,6,0.0
1599827693.6589766,7,0.0
1599827891.1918976,8,0.0
1599828086.7641978,9,0.0
1599828272.9432654,10,0.0
1599828461.8572173,11,0.0
1599828652.9585369,12,0.0
1599828843.738228,13,0.0
1599829038.7688966,14,0.0
1599829239.7025902,15,0.0
1599829432.6779494,16,0.0
1599829622.941098,17,0.0
1599829824.4773781,18,0.0
1599830018.2752578,19,0.0
1599830224.55758,20,0.0
1599830418.7501645,21,0.0
1599830618.3298655,22,0.0
1599830809.1684468,23,0.0
1599831000.014403,24,0.0
1599831190.6206238,25,0.0
1599831386.339087,26,0.0
1599831579.381182,27,0.0
1599831771.7753246,28,0.0
1599831965.6197288,29,0.0
1599832160.0989487,30,0.0
1599832356.5287225,31,0.0
1599832549.6184661,32,0.0
1599832743.2908509,33,0.0
1599832938.5918038,34,0.0
1599833134.3044565,35,0.0
1599833325.9486048,36,0.0
1599833514.958517,37,0.0
1599833708.7322176,38,0.0
1599833904.612956,39,0.0
1599834099.7145703,40,0.0
1599834288.6597636,41,0.0
1599834481.410868,42,0.0
1599834674.0179453,43,0.0
1599834863.2195315,44,0.0
1599834943.127864,45,0.6273437738418579
1599835136.8264756,46,0.0
1599835327.932645,47,0.0
1599835522.7156463,48,0.0
1599835715.927565,49,0.0
1599835908.9743934,50,0.0
1599835967.6246789,51,0.71875
1599836158.3542542,52,0.0
1599836350.2913165,53,0.0
1599836540.8609958,54,0.0
1599836730.9075942,55,0.0
1599836925.5279171,56,0.0
1599837116.3725681,57,0.0
1599837308.434979,58,0.0
1599837498.5541105,59,0.0
1599837689.0430522,60,0.0
1599837884.8052595,61,0.0
1599838081.3577573,62,0.0
1599838274.0673773,63,0.0
1599838469.970223,64,0.0
1599838657.3016565,65,0.0
1599838847.5046666,66,0.0
1599839044.8521936,67,0.0
1599839239.2905996,68,0.0
1599839432.9768808,69,0.0
1599839623.0147338,70,0.0
1599839811.9196837,71,0.0
1599840000.9981465,72,0.0
1599840186.8174913,73,0.0
1599840268.909512,74,0.61328125
1599840454.9685247,75,0.0
1599840645.9916859,76,0.0
1599840835.7470305,77,0.0
1599841023.091944,78,0.0
1599841214.7545793,79,0.0
1599841408.344431,80,0.0
1599841600.2329583,81,0.0
1599841791.5561345,82,0.0
1599841980.4791806,83,0.0
1599842168.9951372,84,0.0
1599842354.1471853,85,0.0
1599842544.4355505,86,0.0
1599842735.4747007,87,0.0
1599842922.759955,88,0.0
1599843113.8108623,89,0.0
1599843309.2285748,90,0.0
1599843500.4835794,91,0.0
1599843690.7243023,92,0.0
1599843885.915879,93,0.0
1599844081.4073863,94,0.0
1599844274.0235744,95,0.0
1599844466.420167,96,0.0
1599844638.9716148,97,0.17031249403953552
1599844828.7879648,98,0.0
1599845012.6801195,99,0.0
1599845200.5251207,100,0.0
1599845393.3235934,101,0.0
1599845588.4992208,102,0.0
1599845781.6548245,103,0.0
1599845970.99431,104,0.0
1599846165.1459475,105,0.0
1599846359.4764292,106,0.0
1599846552.1588912,107,0.0
1599846745.8723888,108,0.0
1599846936.5764828,109,0.0
1599847128.8269386,110,0.0
1599847322.2297451,111,0.0
1599847516.1549342,112,0.0
1599847710.105386,113,0.0
1599847905.0351744,114,0.0
1599848096.5351503,115,0.0
1599848289.9588478,116,0.0
1599848490.5928922,117,0.0
1599848684.6434352,118,0.0
1599848875.7066634,119,0.0
1599849069.1509528,120,0.0
1599849256.5251942,121,0.0
1599849442.9037204,122,0.0
1599849631.635897,123,0.0
1599849820.1007698,124,0.0
1599850013.8373992,125,0.0
1599850203.9946792,126,0.0
1599850391.0785098,127,0.0
1599850583.6456323,128,0.0
1599850779.1419756,129,0.0
1599850967.3838518,130,0.0
1599851163.1060214,131,0.0
1599851355.0236619,132,0.0
1599851549.0351112,133,0.0
1599851744.3894105,134,0.0
1599851930.7922592,135,0.0
1599852123.5294178,136,0.0
1599852315.7224212,137,0.0
1599852446.8275208,138,0.3812499940395355
1599852638.1943836,139,0.0
1599852828.1205676,140,0.0
1599853020.3171916,141,0.0
1599853210.3977797,142,0.0
1599853399.5342433,143,0.0
1599853595.362286,144,0.0
1599853781.613851,145,0.0
1599853971.397371,146,0.0
1599854166.256378,147,0.0
1599854351.9870205,148,0.0
1599854544.092029,149,0.0
1599854735.3073518,150,0.0
1599854926.1343632,151,0.0
1599855120.9318452,152,0.0
1599855314.2589145,153,0.0
1599855511.1283827,154,0.0
1599855700.0696003,155,0.0
1599855889.5695207,156,0.0
1599856083.7474308,157,0.0
1599856279.4795082,158,0.0
1599856472.0730948,159,0.0
1599856676.2665448,160,0.0
1599856868.995397,161,0.0
1599857062.3040183,162,0.0
1599857252.957946,163,0.0
1599857441.8180683,164,0.0
1599857635.165762,165,0.0
1599857826.465418,166,0.0
1599857888.4217944,167,0.708203136920929
1599858078.6974978,168,0.0
1599858282.7635663,169,0.0
1599858478.6678598,170,0.0
1599858668.8597522,171,0.0
1599858858.769731,172,0.0
1599859046.2328315,173,0.0
1599859232.1945853,174,0.0
1599859423.8802474,175,0.0
1599859618.3482056,176,0.0
1599859812.5115013,177,0.0
1599860001.5337236,178,0.0
1599860184.1432142,179,0.0
1599860379.8773925,180,0.0
1599860569.9843664,181,0.0
1599860756.307152,182,0.0
1599860946.2452254,183,0.0
1599861130.5962186,184,0.0
1599861321.9658406,185,0.0
1599861513.5445285,186,0.0
1599861703.2615087,187,0.0
1599861891.6262875,188,0.0
1599862080.7666447,189,0.0
1599862268.6492476,190,0.0
1599862462.236113,191,0.0
1599862647.8669548,192,0.0
1599862832.5677383,193,0.0
1599863021.938117,194,0.0
1599863209.1375268,195,0.0
1599863398.308425,196,0.0
1599863593.4041188,197,0.0
1599863779.4437368,198,0.0
1599863973.6655464,199,0.0
1599864159.2753744,200,0.0
1599864345.2149737,201,0.0
1599864531.7070518,202,0.0
1599864721.846865,203,0.0
1599864913.5734916,204,0.0
1599865111.8593895,205,0.0
1599865299.227867,206,0.0
1599865486.6943967,207,0.0
1599865671.818844,208,0.0
1599865859.4701178,209,0.0
1599866050.1164737,210,0.0
1599866237.9258578,211,0.0
1599866426.5502243,212,0.0
1599866613.727804,213,0.0
1599866798.9818685,214,0.0
1599866985.3958106,215,0.0
1599867177.3563704,216,0.0
1599867368.4629352,217,0.0
1599867558.7805321,218,0.0
1599867747.7541249,219,0.0
1599867943.4178402,220,0.0
1599868135.2157896,221,0.0
1599868321.2213407,222,0.0
1599868507.1457083,223,0.0
1599868692.1258674,224,0.0
1599868885.5734262,225,0.0
1599869071.3742979,226,0.0
1599869261.9733014,227,0.0
1599869458.1030807,228,0.0
1599869644.7104511,229,0.0
1599869838.938125,230,0.0
1599870029.1940784,231,0.0
1599870218.464159,232,0.0
1599870407.5167716,233,0.0
1599870601.760638,234,0.0
1599870794.1533868,235,0.0
1599870986.0047739,236,0.0
1599871176.716083,237,0.0
1599871363.9469237,238,0.0
1599871554.6539216,239,0.0
1599871743.5613024,240,0.0
1599871934.3584008,241,0.0
1599872125.768878,242,0.0
1599872316.2797012,243,0.0
1599872509.098484,244,0.0
1599872696.6464522,245,0.0
1599872888.6195536,246,0.0
1599873082.088533,247,0.0
1599873272.9881802,248,0.0
1599873465.100137,249,0.0
1599873657.3309648,250,0.0
1599873844.4588523,251,0.0
1599874028.1333218,252,0.0
1599874217.600627,253,0.0
1599874410.1920018,254,0.0
1599874610.8822603,255,0.0
1599874797.1606288,256,0.0
1599874992.342884,257,0.0
1599875183.6767087,258,0.0
1599875379.8713393,259,0.0
1599875571.918411,260,0.0
1599875766.3631644,261,0.0
1599875966.5132363,262,0.0
1599876163.104455,263,0.0
1599876357.290807,264,0.0
1599876547.4239275,265,0.0
1599876742.328175,266,0.0
1599876938.210003,267,0.0
1599877133.1992605,268,0.0
1599877326.3836613,269,0.0
1599877522.748178,270,0.0
1599877713.707778,271,0.0
1599877904.7134497,272,0.0
1599878097.9226618,273,0.0
1599878299.2101896,274,0.0
1599878491.2644122,275,0.0
1599878687.1157587,276,0.0
1599878886.0445712,277,0.0
1599879076.5173712,278,0.0
1599879271.0650039,279,0.0
1599879464.6907892,280,0.0
1599879655.262577,281,0.0
1599879846.0622022,282,0.0
1599880033.7285447,283,0.0
1599880229.4571285,284,0.0
1599880414.1512349,285,0.0
1599880604.7586544,286,0.0
1599880793.070946,287,0.0
1599880981.160353,288,0.0
1599881170.8177147,289,0.0
1599881357.3041255,290,0.0
1599881540.909294,291,0.0
1599881731.808596,292,0.0
1599881917.5806108,293,0.0
1599882108.9609776,294,0.0
1599882297.4952328,295,0.0
1599882485.2201524,296,0.0
1599882675.0516264,297,0.0
1599882867.5228233,298,0.0
1599883055.8678067,299,0.0
1599883245.6596951,300,0.0
1599883434.5340078,301,0.0
1599883620.398587,302,0.0
1599883809.1374495,303,0.0
1599883999.7574053,304,0.0
1599884189.2186813,305,0.0
1599884380.8009028,306,0.0
1599884571.1384754,307,0.0
1599884758.9623415,308,0.0
1599884953.476032,309,0.0
1599885148.89175,310,0.0
1599885338.1517057,311,0.0
1599885533.1492841,312,0.0
1599885722.185957,313,0.0
1599885914.274702,314,0.0
1599886106.2048736,315,0.0
1599886296.855726,316,0.0
1599886484.89762,317,0.0
1599886673.8896363,318,0.0
1599886860.1019804,319,0.0
1599887048.331815,320,0.0
1599887233.3744514,321,0.0
1599887419.3901067,322,0.0
1599887475.9451866,323,0.7222656011581421
1599887665.187745,324,0.0
1599887850.1348267,325,0.0
1599888036.097877,326,0.0
1599888230.1880963,327,0.0
1599888416.0291498,328,0.0
1599888603.054676,329,0.0
1599888790.7951293,330,0.0
1599888983.230166,331,0.0
1599889178.8770947,332,0.0
1599889372.7982638,333,0.0
1599889564.38002,334,0.0
1599889759.8928947,335,0.0
1599889953.193025,336,0.0
1599890148.6236374,337,0.0
1599890340.6758382,338,0.0
1599890534.3594792,339,0.0
1599890723.47189,340,0.0
1599890916.809279,341,0.0
1599891111.1167843,342,0.0
1599891297.769784,343,0.0
1599891485.4608645,344,0.0
1599891675.1613657,345,0.0
1599891862.1342475,346,0.0
1599892056.6483932,347,0.0
1599892246.1873686,348,0.0
1599892439.9160674,349,0.0
1599892631.33216,350,0.0
1599892822.8964093,351,0.0
1599893015.0672977,352,0.0
1599893203.5261161,353,0.0
1599893396.1325626,354,0.0
1599893582.0234356,355,0.0
1599893774.0208724,356,0.0
1599893968.654625,357,0.0
