Wall time,Step,Value
1600634429.5042794,0,0.0
1600634910.3082013,1,0.0
1600634980.8511,2,0.834765613079071
1600635109.4874349,3,0.708203136920929
1600635309.1956441,4,0.585156261920929
1600635457.7851927,5,0.0
1600635459.1884086,6,0.0
1600635598.964867,7,0.0
1600636022.2380617,8,0.0
1600636350.2654405,9,0.578125
1600636761.4580355,10,0.0
1600637326.418198,11,0.296875
1600637377.43543,12,0.9296875
1600637426.9500237,13,0.919140636920929
1600637680.4309998,14,0.0
1600638365.0835192,15,0.0
1600638631.6560564,16,0.41289061307907104
1600638696.633375,17,0.8628906011581421
1600639028.6650531,18,0.0
1600639030.72414,19,0.9964843988418579
1600639389.5839672,20,0.44453126192092896
1600639597.0789647,21,0.6167968511581421
1600640021.0683217,22,0.48320311307907104
1600640022.061617,23,0.0
1600640592.8169265,24,0.28632813692092896
1600641112.8563974,25,0.0
1600641698.5472405,26,0.24062499403953552
1600641777.6072438,27,0.8980468511581421
1600642223.399761,28,0.3882812559604645
1600642509.5991874,29,0.5218750238418579
1600642511.0441172,30,0.0
1600643016.6914575,31,0.0
1600643067.255921,32,0.0
1600643559.7945178,33,0.13515624403953552
1600643561.0427127,34,0.0
1600643989.5643692,35,0.0
1600644417.7128973,36,0.0
1600644916.9467516,37,0.0
1600645015.6377528,38,0.0
1600645377.3083475,39,0.553515613079071
1600645417.974942,40,0.9296875
1600646090.4130683,41,0.0
1600646209.6525571,42,0.0
1600646210.8003302,43,0.0
1600646733.1100826,44,0.0
1600647408.2901187,45,0.0
1600647691.4655867,46,0.3988281190395355
1600647693.306175,47,0.9964843988418579
1600647928.4879894,48,0.7503906488418579
1600647997.498653,49,0.901562511920929
1600648497.8672931,50,0.0
1600648683.0372424,51,0.6695312261581421
1600648784.7541223,52,0.0
1600649275.8341563,53,0.0
1600649683.9704669,54,0.0
1600650102.3081112,55,0.0
1600650434.1227658,56,0.30390626192092896
1600650435.3189821,57,0.9964843988418579
1600650518.036725,58,0.0
1600650881.3157983,59,0.0
1600651297.9196303,60,0.0
1600651506.9994562,61,0.0
1600652110.263023,62,0.0
1600652597.0969536,63,0.0
1600653090.4681058,64,0.0
1600653092.370087,65,0.0
1600653093.877056,66,0.0
1600653266.4650984,67,0.0
1600653385.1550484,68,0.743359386920929
1600653900.0646574,69,0.0
1600654038.342579,70,0.796093761920929
1600654471.0774946,71,0.0
1600654894.4053934,72,0.0
1600655769.217016,73,0.0
1600655862.8690095,74,0.7890625
1600655864.0504885,75,0.0
1600655875.908589,76,0.0
1600656042.6452267,77,0.799609363079071
1600656505.4164786,78,0.0
1600657028.538089,79,0.0
1600657535.064511,80,0.0
1600657933.5476627,81,0.0
1600658194.0796123,82,0.0
1600658393.315985,83,0.7046874761581421
1600658897.553093,84,0.0
1600659338.7802987,85,0.0
1600659853.4359,86,0.21250000596046448
1600659995.3842828,87,0.694140613079071
1600660219.3227878,88,0.595703125
1600660632.8737478,89,0.0
1600661039.92712,90,0.0
1600661477.8351903,91,0.2265625
1600661509.349732,92,0.9332031011581421
1600661618.6563659,93,0.0
1600662029.3625774,94,0.0
1600662110.2455661,95,0.82421875
1600662780.749429,96,0.0
1600663195.828023,97,0.0
1600663438.8463337,98,0.0
1600663449.1749427,99,0.9789062738418579
1600663647.9716685,100,0.0
1600664255.0887625,101,0.0
1600664558.5934553,102,0.0
1600665129.813962,103,0.0
1600665899.6999035,104,0.0
1600666425.8296437,105,0.28632813692092896
1600666546.9293141,106,0.0
1600667051.930888,107,0.0
1600667286.031637,108,0.0
1600668104.075955,109,0.0
1600668375.1824207,110,0.0
1600668601.285728,111,0.68359375
1600668635.5568259,112,0.0
1600669207.1667216,113,0.0
1600669875.3783317,114,0.0
1600670382.4848175,115,0.0
1600670801.7812953,116,0.0
1600670969.7663739,117,0.6343749761581421
1600671375.1039407,118,0.0
1600671545.2004738,119,0.0
1600671929.8528597,120,0.0
1600672013.520217,121,0.887499988079071
1600672139.673376,122,0.817187488079071
1600672813.1885438,123,0.0
1600672999.3563063,124,0.6097656488418579
1600673044.0520844,125,0.936718761920929
1600673111.6188095,126,0.8558593988418579
1600673744.3088841,127,0.0
1600673791.2112775,128,0.905078113079071
1600673793.0448434,129,0.9964843988418579
1600673920.4839926,130,0.0
1600674426.6743298,131,0.14921875298023224
1600674970.8836322,132,0.0
1600675708.5270822,133,0.0
