Wall time,Step,Value
1601297609.5170205,0,0.0
1601297609.6075323,1,0.0
1601297610.5620658,2,0.0
1601297612.8927555,3,0.0
1601297615.333427,4,0.0
1601297616.0732758,5,0.6976562738418579
1601297618.1712732,6,0.0
1601297618.4447317,7,0.0
1601297620.9804614,8,0.0
1601297623.4505293,9,0.0
1601297624.3356829,10,0.0
1601297626.4823506,11,0.0
1601297628.5908883,12,0.0
1601297631.1340969,13,0.0
1601297633.3449445,14,0.0
1601297635.549021,15,0.0
1601297637.7726045,16,0.0
1601297639.8857214,17,0.0
1601297641.9497433,18,0.0
1601297643.9949312,19,0.0
1601297646.3162677,20,0.0
1601297646.3698153,21,0.9859374761581421
1601297648.5335379,22,0.0
1601297650.6859255,23,0.0
1601297653.0792377,24,0.0
1601297655.4270864,25,0.0
1601297657.6213717,26,0.0
1601297659.8043606,27,0.0
1601297662.1061327,28,0.0
1601297664.232902,29,0.0
1601297665.8733351,30,0.0
1601297667.9363313,31,0.0
1601297670.0427442,32,0.0
1601297672.1370842,33,0.0
1601297674.2060442,34,0.0
1601297674.770491,35,0.0
1601297676.8624086,36,0.0
1601297678.9521062,37,0.0
1601297680.944546,38,0.0
1601297683.0292277,39,0.0
1601297685.125856,40,0.0
1601297687.225672,41,0.0
1601297689.3119233,42,0.0
1601297691.406066,43,0.0
1601297693.504883,44,0.0
1601297695.6545463,45,0.0
1601297697.6510663,46,0.0
1601297699.7434673,47,0.0
1601297700.1368697,48,0.831250011920929
1601297702.228883,49,0.0
1601297704.3295736,50,0.0
1601297704.396288,51,0.0
1601297706.4830315,52,0.0
1601297708.5869598,53,0.0
1601297710.674678,54,0.0
1601297712.74825,55,0.0
1601297714.8639183,56,0.0
1601297716.9514618,57,0.0
1601297719.034942,58,0.0
1601297721.1145918,59,0.0
1601297723.2044551,60,0.0
1601297725.289899,61,0.0
1601297727.389958,62,0.0
1601297728.8102348,63,0.39179688692092896
1601297730.90473,64,0.0
1601297733.0011852,65,0.0
1601297733.5412207,66,0.7679687738418579
1601297734.9916155,67,0.0
1601297737.081966,68,0.0
1601297739.1606677,69,0.0
1601297741.2486901,70,0.0
1601297743.338508,71,0.0
1601297745.1592004,72,0.21601562201976776
1601297747.2865856,73,0.0
1601297747.938667,74,0.725781261920929
1601297750.1129665,75,0.0
1601297751.2877545,76,0.500781238079071
1601297753.3800292,77,0.0
1601297755.5273669,78,0.0
1601297757.6420927,79,0.0
1601297759.7637317,80,0.0
1601297761.8581655,81,0.0
1601297763.954864,82,0.0
1601297766.0457578,83,0.0
1601297768.1615388,84,0.0
1601297770.24208,85,0.0
1601297772.3388908,86,0.0
1601297773.6407585,87,0.44453126192092896
1601297775.7181149,88,0.0
1601297777.7980003,89,0.0
1601297779.8925035,90,0.0
1601297781.99858,91,0.0
1601297784.117527,92,0.0
1601297786.2355082,93,0.0
1601297788.32971,94,0.0
1601297788.5754287,95,0.89453125
1601297790.6715038,96,0.0
1601297792.7707205,97,0.0
1601297794.8613336,98,0.0
1601297796.7105722,99,0.20546874403953552
1601297798.808577,100,0.0
1601297800.9044917,101,0.0
1601297803.0123656,102,0.0
1601297805.089065,103,0.0
1601297807.1730952,104,0.0
1601297809.2631307,105,0.0
1601297809.3226986,106,0.975390613079071
1601297811.4206526,107,0.0
1601297811.8324616,108,0.82421875
1601297813.8032408,109,0.0
1601297815.9016545,110,0.0
1601297816.2839775,111,0.834765613079071
1601297818.3618526,112,0.0
1601297820.447167,113,0.0
1601297822.5236976,114,0.0
1601297823.9221072,115,0.0
1601297825.996432,116,0.0
